"Name","test_tydiqa_exact_match","test_xquad_exact_match","Created","Runtime","End Time","ID","Notes","State","Updated","Tags","logging_dir","output_dir","run_name","eval/loss","eval/runtime","eval/samples_per_second","eval/steps_per_second","train/epoch","train/global_step","train/learning_rate","train/loss","test_exact_match","test_f1","test_tydiqa_f1","test_xquad_f1","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second","val_exact_match","val_f1"
"th_qcpg_0.8_aug_1.0","42.31704620826885","35.08474576271186","2023-08-31T04:12:34.000Z","1581","2023-08-31T04:38:55.000Z","u02rmwqa","-","finished","2023-08-31T04:38:55.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_1.0/runs/Aug31_11-12-34_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_1.0","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_1.0","1.525455117225647","5.1097","441.514","3.523","10","2820","0","0.9404","40.82062072593372","54.390328774974165","55.7939705286375","49.01009856156913","38303818190876160","1.822945528503851","1436.6532","125.584","1.963","51.1081560283688","62.61602822616595"
"th_qcpg_0.8_aug_0.9","40.99049303559585","32.79661016949152","2023-08-31T03:46:15.000Z","1517","2023-08-31T04:11:32.000Z","iwcdeusa","-","finished","2023-08-31T04:11:32.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.9/runs/Aug31_10-46-14_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.9","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.9","1.4686942100524902","5.1111","441.39","3.522","10","2680","0","0.73","39.29510783798001","54.03516250899894","55.46202036619029","48.5659437902914","36388839584947200","1.6349733210321682","1371.9947","124.928","1.953","50.576241134751776","62.19153732803614"
"th_qcpg_0.8_aug_0.8","40.32721644925934","33.898305084745765","2023-08-31T03:21:18.000Z","1434","2023-08-31T03:45:12.000Z","u9xqi10h","-","finished","2023-08-31T03:45:12.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.8/runs/Aug31_10-21-18_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.8","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.8","1.5426958799362185","5.1224","440.416","3.514","10","2540","0","0.7271","38.99701911274768","53.36179617723061","54.75324692015475","48.02829472787101","34473860979018240","1.6165742048128384","1291.4649","125.733","1.967","48.67021276595744","61.06955868230244"
"th_qcpg_0.8_aug_0.7","42.427592305991595","33.728813559322035","2023-08-31T02:57:29.000Z","1366","2023-08-31T03:20:15.000Z","oc6wq87b","-","finished","2023-08-31T03:20:15.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.7/runs/Aug31_09-57-29_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.7","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.7","1.460584044456482","5.1182","440.783","3.517","10","2400","0","0.7452","40.627739786077505","54.99019336659262","56.558849540790106","48.977454488716766","32558882373089280","1.6434850883483887","1223.1154","125.385","1.962","51.462765957446805","63.17906075435026"
"th_qcpg_0.8_aug_0.6","40.15034269290294","32.3728813559322","2023-08-31T02:34:51.000Z","1296","2023-08-31T02:56:27.000Z","egjpn4pt","-","finished","2023-08-31T02:56:27.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.6/runs/Aug31_09-34-50_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.6","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.6","1.524789571762085","5.1107","441.426","3.522","10","2260","0","0.7725","38.54111870945117","53.49166831402075","55.079663773450385","47.40480097249655","30643903767160320","1.6071619962169006","1156.1019","124.851","1.955","50.044326241134755","61.97263011938847"
"th_qcpg_0.8_aug_0.5","41.25580367013045","33.220338983050844","2023-08-31T02:12:55.000Z","1253","2023-08-31T02:33:48.000Z","ajwcqixp","-","finished","2023-08-31T02:33:48.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.5/runs/Aug31_09-12-55_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.5","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.5","1.4599767923355105","5.1194","440.675","3.516","9.98","2110","0","0.7489","39.593196563212345","54.034096760940045","55.69420170196267","47.6708301098862","28659926486405760","1.6234480509825793","1109.647","121.94","1.902","51.241134751773046","62.67093560488683"
"th_qcpg_0.8_aug_0.4","41.587441963298694","33.983050847457626","2023-08-31T01:52:39.000Z","1154","2023-08-31T02:11:53.000Z","5xv3t6gq","-","finished","2023-08-31T02:11:53.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.4/runs/Aug31_08-52-38_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.4","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.4","1.513380765914917","5.1039","442.015","3.527","9.97","1970","0","0.7955","40.01402770471682","54.00349884630807","55.45809468216203","48.42795904498125","26746221702165890","1.6289534128256862","1017.2565","124.148","1.937","48.93617021276596","61.06992577051156"
"th_qcpg_0.8_aug_0.3","42.44970152553615","33.644067796610166","2023-08-31T01:33:28.000Z","1088","2023-08-31T01:51:36.000Z","5blg22jy","-","finished","2023-08-31T01:51:36.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.3/runs/Aug31_08-33-28_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.3","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.3","1.466350555419922","5.1137","441.166","3.52","9.97","1830","0","0.8025","40.627739786077505","54.70707116622755","56.45290546264906","48.01519953680969","24832516917926016","1.7088636638036845","946.7492","123.866","1.933","50.66489361702128","62.386797722569064"
"th_qcpg_0.8_aug_0.2","39.53128454565554","31.94915254237288","2023-08-31T01:15:34.000Z","1012","2023-08-31T01:32:26.000Z","srngha7e","-","finished","2023-08-31T01:32:26.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.2/runs/Aug31_08-15-34_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.2","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.2","1.455519437789917","5.1116","441.351","3.521","9.97","1690","0","0.7299","37.96247588988252","53.45911614468257","55.122635745607376","47.0827609285967","22918812133686144","1.632666435467421","878.6327","123.203","1.923","51.152482269503544","62.72667705152189"
"th_qcpg_0.8_aug_0.1","41.07892991377405","33.47457627118644","2023-08-31T00:58:52.000Z","940","2023-08-31T01:14:32.000Z","zcnza351","-","finished","2023-08-31T01:14:32.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.1/runs/Aug31_07-58-51_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.1","models/claq-qa-th-wangchanberta-th_qcpg_0.8_aug_0.1","1.4680348634719849","5.1099","441.493","3.523","9.97","1550","0","0.8312","39.505523408732245","54.024215410129024","55.69356254758658","47.62552295019761","21005107349446270","1.702515371999433","809.8482","122.529","1.914","50.44326241134752","61.89885339812053"
"th_qcpg_0.5_llm_gec_aug_1.0","40.70307318151669","33.220338983050844","2023-08-31T00:31:39.000Z","1570","2023-08-31T00:57:49.000Z","0tmsycqy","-","finished","2023-08-31T00:57:49.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_1.0/runs/Aug31_07-31-38_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_1.0","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_1.0","1.576160907745361","5.1173","440.855","3.517","10","2820","0","0.9422","39.15483079081185","52.831535259797874","54.34211219007998","47.04141707703132","38303818190876160","1.837914822625776","1427.9056","126.353","1.975","50.265957446808514","61.75725550022579"
"th_qcpg_0.5_llm_gec_aug_0.9","40.63674552288304","32.6271186440678","2023-08-31T00:05:36.000Z","1500","2023-08-31T00:30:36.000Z","2d2an8x4","-","finished","2023-08-31T00:30:36.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.9/runs/Aug31_07-05-35_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.9","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.9","1.4696862697601318","5.1031","442.086","3.527","10","2680","0","0.9267","38.97948448185166","53.43164221179273","55.04081221699735","47.26361175964079","36388839584947200","1.7675465256420535","1358.4542","126.173","1.973","50.75354609929078","62.16028290380075"
"th_qcpg_0.5_llm_gec_aug_0.8","41.47689586557595","32.79661016949152","2023-08-30T23:40:40.000Z","1433","2023-08-31T00:04:33.000Z","r8xysgjp","-","finished","2023-08-31T00:04:33.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.8/runs/Aug31_06-40-40_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.8","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.8","1.470710039138794","5.1112","441.381","3.522","10","2540","0","0.938","39.680869717692445","53.81615113353967","55.427957146783655","47.63801672853861","34473860979018240","1.8736954996904989","1291.1478","125.764","1.967","50.62056737588652","61.971263820254805"
"th_qcpg_0.5_llm_gec_aug_0.7","40.41565332743754","32.71186440677966","2023-08-30T23:16:46.000Z","1372","2023-08-30T23:39:38.000Z","j9erxz8d","-","finished","2023-08-30T23:39:38.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.7/runs/Aug31_06-16-44_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.7","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.7","1.4969627857208252","5.1171","440.876","3.518","10","2400","0","0.8792","38.82167280378748","52.60169058020339","54.08042493398905","46.93362661226177","32558882373089280","1.7668047078450522","1231.6695","124.514","1.949","49.86702127659574","61.774370600833386"
"th_qcpg_0.5_llm_gec_aug_0.6","41.56533274375415","33.220338983050844","2023-08-30T22:54:07.000Z","1295","2023-08-30T23:15:42.000Z","yfit41li","-","finished","2023-08-30T23:15:42.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.6/runs/Aug31_05-54-06_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.6","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.6","1.443320631980896","5.1072","441.733","3.524","10","2260","0","0.8775","39.838681395756616","53.78213709668611","55.57751419024345","46.900365406721335","30643903767160320","1.7673892265927476","1154.2001","125.056","1.958","50.13297872340426","61.67921709815156"
"th_qcpg_0.5_llm_gec_aug_0.5","39.37652000884369","32.45762711864407","2023-08-30T22:32:42.000Z","1222","2023-08-30T22:53:04.000Z","hoswe9qg","-","finished","2023-08-30T22:53:04.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.5/runs/Aug31_05-32-41_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.5","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.5","1.5329545736312866","5.1019","442.185","3.528","9.98","2110","0","0.8068","37.944941258986496","53.185164344357176","54.754170852297285","47.1710826194323","28659926486405760","1.706702108518772","1082.9498","124.946","1.948","49.512411347517734","61.689598209466865"
"th_qcpg_0.5_llm_gec_aug_0.4","41.12314835286315","34.152542372881356","2023-08-30T22:12:25.000Z","1154","2023-08-30T22:31:39.000Z","9qwpqkye","-","finished","2023-08-30T22:31:39.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.4/runs/Aug31_05-12-25_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.4","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.4","1.482352614402771","5.1091","441.566","3.523","9.97","1970","0","0.8132","39.680869717692445","53.332401056949024","54.69211807141192","48.120536602360865","26746221702165890","1.7023565921686628","1014.9708","124.427","1.941","51.06382978723404","61.99489255066541"
"th_qcpg_0.5_llm_gec_aug_0.3","37.56356400619058","30.847457627118644","2023-08-30T21:53:21.000Z","1081","2023-08-30T22:11:22.000Z","37jigl4s","-","finished","2023-08-30T22:11:22.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.3/runs/Aug31_04-53-21_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.3","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.3","1.4600926637649536","5.1053","441.89","3.526","9.97","1830","0","0.8758","36.173943538488516","51.609919129229525","52.96315591408288","46.42289372423801","24832516917926016","1.7563626148661629","946.3561","123.917","1.934","49.734042553191486","61.36383303675474"
"th_qcpg_0.5_llm_gec_aug_0.2","39.59761220428919","32.96610169491525","2023-08-30T21:35:28.000Z","1010","2023-08-30T21:52:18.000Z","74ognuan","-","finished","2023-08-30T21:52:18.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.2/runs/Aug31_04-35-27_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.2","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.2","1.4436126947402954","5.1024","442.144","3.528","9.97","1690","0","0.774","38.22549535332281","53.259390407805206","54.74827172018635","47.552432631620064","22918812133686144","1.699539866249942","878.3748","123.239","1.924","49.9113475177305","61.87723304803253"
"th_qcpg_0.5_llm_gec_aug_0.1","40.26088879062569","32.11864406779661","2023-08-30T21:18:46.000Z","939","2023-08-30T21:34:25.000Z","l1g22z07","-","finished","2023-08-30T21:34:25.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.1/runs/Aug31_04-18-45_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.1","models/claq-qa-th-wangchanberta-th_qcpg_0.5_llm_gec_aug_0.1","1.4382948875427246","5.1093","441.545","3.523","9.97","1550","0","0.8966","38.57618797124321","52.92949242487554","54.66044693774096","46.29465576242746","21005107349446270","1.8174818272744455","810.6956","122.401","1.912","49.423758865248224","61.67784869643453"
"th_qcpg_0.5_aug_1.0","41.52111430466505","32.96610169491525","2023-08-30T20:51:26.000Z","1577","2023-08-30T21:17:43.000Z","97lb47to","-","finished","2023-08-30T21:17:43.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_1.0/runs/Aug31_03-51-25_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_1.0","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_1.0","1.4821206331253052","5.1048","441.937","3.526","10","2820","0","0.9003","39.75100824127652","53.51760825516743","55.11666588279799","47.38833906044603","38303818190876160","1.766559844321393","1428.4753","126.302","1.974","51.551418439716315","62.09144869506719"
"th_qcpg_0.5_aug_0.9","41.852752597833295","33.05084745762712","2023-08-30T20:25:20.000Z","1503","2023-08-30T20:50:23.000Z","1nf3zsf4","-","finished","2023-08-30T20:50:23.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.9/runs/Aug31_03-25-19_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.9","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.9","1.5049337148666382","5.106","441.832","3.525","10","2680","0","0.861","40.03156233561283","53.37601782723426","54.96988895387162","47.26662875454002","36388839584947200","1.7278611425143569","1359.3608","126.089","1.972","49.55673758865248","61.088004524331254"
"th_qcpg_0.5_aug_0.8","40.34932566880389","31.52542372881356","2023-08-30T20:00:20.000Z","1437","2023-08-30T20:24:17.000Z","nhq8myqa","-","finished","2023-08-30T20:24:17.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.8/runs/Aug31_03-00-19_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.8","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.8","1.5748591423034668","5.1183","440.768","3.517","10","2540","0","0.9092","38.523584078555146","52.83335710714457","54.528230772521134","46.33682016774107","34473860979018240","1.8065619160809856","1292.43","125.639","1.965","49.512411347517734","61.128092265647055"
"th_qcpg_0.5_aug_0.7","41.808534158744195","33.13559322033898","2023-08-30T19:36:33.000Z","1364","2023-08-30T19:59:17.000Z","54egs6bm","-","finished","2023-08-30T19:59:17.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.7/runs/Aug31_02-36-33_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.7","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.7","1.5047544240951538","5.1044","441.97","3.526","10","2400","0","0.9817","40.01402770471682","53.50759298257162","55.06046215078173","47.55536650137451","32558882373089280","1.8298487917582191","1223.3112","125.365","1.962","50.576241134751776","61.956291053260585"
"th_qcpg_0.5_aug_0.6","38.62480654432898","32.20338983050848","2023-08-30T19:13:56.000Z","1295","2023-08-30T19:35:31.000Z","047qaxqu","-","finished","2023-08-30T19:35:31.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.6/runs/Aug31_02-13-55_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.6","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.6","1.535662293434143","5.1056","441.864","3.526","10","2260","0","0.8299","37.29615991583377","51.79584098914867","53.09805106675874","46.804403547598966","30643903767160320","1.718813296967903","1154.299","125.046","1.958","48.537234042553195","60.699606192265605"
"th_qcpg_0.5_aug_0.5","39.64183064337829","32.45762711864407","2023-08-30T18:52:30.000Z","1223","2023-08-30T19:12:53.000Z","rfmvy6kj","-","finished","2023-08-30T19:12:53.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.5/runs/Aug31_01-52-30_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.5","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.5","1.506660223007202","5.102","442.176","3.528","9.98","2110","0","0.7877","38.155356829738736","53.197104672817815","54.56769114486555","47.94357703462285","28659926486405760","1.7192761317248593","1083.0447","124.935","1.948","50.22163120567376","62.29115803345107"
"th_qcpg_0.5_aug_0.4","41.91908025646695","33.644067796610166","2023-08-30T18:32:17.000Z","1150","2023-08-30T18:51:27.000Z","2n97zyz0","-","finished","2023-08-30T18:51:27.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.4/runs/Aug31_01-32-17_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.4","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.4","1.469735622406006","5.0989","442.448","3.53","9.97","1970","0","0.8033","40.20690864457303","53.67794704290598","55.184755387005275","47.90227404260133","26746221702165890","1.672610953858661","1014.542","124.48","1.942","50.797872340425535","62.52921201978622"
"th_qcpg_0.5_aug_0.3","38.55847888569534","32.28813559322034","2023-08-30T18:13:11.000Z","1082","2023-08-30T18:31:13.000Z","ugrh0kh4","-","finished","2023-08-30T18:31:13.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.3/runs/Aug31_01-13-11_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.3","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.3","1.4253640174865725","5.1214","440.507","3.515","9.97","1830","0","0.7724","37.26109065404173","52.86275481494499","54.18252781734014","47.80399778966408","24832516917926016","1.6856848794905863","946.8806","123.849","1.933","49.77836879432624","61.78575745527645"
"th_qcpg_0.5_aug_0.2","40.28299801017024","32.11864406779661","2023-08-30T17:55:22.000Z","1006","2023-08-30T18:12:08.000Z","aud8nauz","-","finished","2023-08-30T18:12:08.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.2/runs/Aug31_00-55-21_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.2","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.2","1.423486590385437","5.1072","441.731","3.524","9.97","1690","0","0.8259","38.59372260213922","53.20708492077324","54.90380553719416","46.70346852410357","22918812133686144","1.720711928147536","878.4171","123.233","1.924","49.423758865248224","61.12564310428832"
"th_qcpg_0.5_aug_0.1","40.41565332743754","33.983050847457626","2023-08-30T17:38:40.000Z","939","2023-08-30T17:54:19.000Z","zhffx5d8","-","finished","2023-08-30T17:54:19.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.1/runs/Aug31_00-38-40_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.1","models/claq-qa-th-wangchanberta-th_qcpg_0.5_aug_0.1","1.4163941144943235","5.1018","442.196","3.528","9.97","1550","0","0.778","39.08469226722777","54.01246543745484","55.39708016794681","48.7051667713415","21005107349446270","1.676411615187122","809.402","122.597","1.915","50.75354609929078","62.27790999126266"
"th_qcpg_0.2_llm_gec_aug_1.0","41.69798806102145","31.440677966101696","2023-08-30T17:11:22.000Z","1575","2023-08-30T17:37:37.000Z","dv05z1xg","-","finished","2023-08-30T17:37:37.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_1.0/runs/Aug31_00-11-21_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_1.0","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_1.0","1.4896738529205322","5.1082","441.642","3.524","10","2820","0","0.9561","39.57566193231632","53.721778762129766","55.546261696976714","46.728442902543904","38303818190876160","1.8050122849484709","1426.8475","126.447","1.976","49.24645390070922","61.14804438509859"
"th_qcpg_0.2_llm_gec_aug_0.9","40.79151005969489","32.11864406779661","2023-08-30T16:44:22.000Z","1557","2023-08-30T17:10:19.000Z","d3e33v1b","-","finished","2023-08-30T17:10:19.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.9/runs/Aug30_23-44-22_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.9","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.9","1.5087615251541138","5.1053","441.895","3.526","10","2680","0","0.9273","38.99701911274768","53.343400832704965","54.79030879133685","47.797329055678986","36388839584947200","1.7727898839694352","1410.93","121.48","1.899","48.226950354609926","60.13144299855487"
"th_qcpg_0.2_llm_gec_aug_0.8","40.70307318151669","32.28813559322034","2023-08-30T16:18:36.000Z","1483","2023-08-30T16:43:19.000Z","muqztjwp","-","finished","2023-08-30T16:43:19.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.8/runs/Aug30_23-18-36_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.8","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.8","1.4960206747055054","5.1168","440.899","3.518","10","2540","0","0.9795","38.96194985095564","53.51746985285178","55.16002601834868","47.22146855069887","34473860979018240","1.9070055323322928","1338.8838","121.28","1.897","48.758865248226954","60.92760667228757"
"th_qcpg_0.2_llm_gec_aug_0.7","42.118063232367895","32.71186440677966","2023-08-30T15:53:35.000Z","1438","2023-08-30T16:17:33.000Z","3a0imad2","-","finished","2023-08-30T16:17:33.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.7/runs/Aug30_22-53-34_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.7","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.7","1.4521397352218628","5.3917","418.42","3.338","10","2400","0","0.8714","40.171839382780995","54.372233583178726","56.06651171252883","47.87797936364563","32558882373089280","1.7836729494730632","1291.4918","118.746","1.858","51.81737588652482","62.7935905683584"
"th_qcpg_0.2_llm_gec_aug_0.6","41.499005085120494","32.79661016949152","2023-08-30T15:29:35.000Z","1377","2023-08-30T15:52:32.000Z","q8g71t8d","-","finished","2023-08-30T15:52:32.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.6/runs/Aug30_22-29-34_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.6","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.6","1.4516761302947998","5.4059","417.322","3.33","10","2260","0","0.8218","39.69840434858846","54.059938446720516","55.80911851997466","47.35524228457927","30643903767160320","1.6933188581888654","1230.9894","117.255","1.836","50.44326241134752","61.88301485333968"
"th_qcpg_0.2_llm_gec_aug_0.5","42.05173557373425","33.389830508474574","2023-08-30T15:06:41.000Z","1311","2023-08-30T15:28:32.000Z","wx4ek1j2","-","finished","2023-08-30T15:28:32.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.5/runs/Aug30_22-06-40_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.5","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.5","1.4883416891098022","5.3789","419.417","3.346","9.98","2110","0","0.9004","40.25951253726109","53.82806832769919","55.44155456103847","47.64349355363811","28659926486405760","1.7936620775557242","1150.5801","117.602","1.834","49.734042553191486","61.444191591868"
"th_qcpg_0.2_llm_gec_aug_0.4","41.69798806102145","31.271186440677965","2023-08-30T14:45:17.000Z","1220","2023-08-30T15:05:37.000Z","tnpijqht","-","finished","2023-08-30T15:05:37.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.4/runs/Aug30_21-45-17_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.4","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.4","1.5054991245269775","5.4316","415.351","3.314","9.97","1970","0","0.8577","39.54059267052428","53.1252459263684","54.80729030127727","46.67788430966398","26746221702165890","1.7458699570089429","1078.6772","117.079","1.826","49.55673758865248","61.007260611844465"
"th_qcpg_0.2_llm_gec_aug_0.3","39.42073844793279","31.864406779661017","2023-08-30T14:25:03.000Z","1152","2023-08-30T14:44:15.000Z","uczo53zo","-","finished","2023-08-30T14:44:15.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.3/runs/Aug30_21-25-02_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.3","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.3","1.4001106023788452","5.2089","433.102","3.456","9.97","1830","0","1.0326","37.8572681045064","52.74567698740387","54.141332237724846","47.39605944740371","24832516917926016","1.8830279907893612","1010.1462","116.092","1.812","48.8918439716312","60.76994395211863"
"th_qcpg_0.2_llm_gec_aug_0.2","40.76940084015034","32.45762711864407","2023-08-30T14:06:21.000Z","1059","2023-08-30T14:24:00.000Z","k8pupbhl","-","finished","2023-08-30T14:24:00.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.2/runs/Aug30_21-06-21_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.2","models/claq-qa-th-wangchanberta-th_qcpg_0.2_llm_gec_aug_0.2","1.447909951210022","5.6248","401.079","3.2","9.97","1690","0","0.8691","39.049623005435734","53.4666743224338","55.04008253619084","47.43572063529688","22918812133686144","1.7763604158480493","919.125","117.775","1.839","50.53191489361702","62.212477587905816"
